effect,b,se,pvalue,ll,ul
Expunge1,-.9476573488698355,.9311593069301638,.3088121124181409,-2.772696054322235,.8773813565825633
ES2,.8399002344378562,.8497239310496667,.3229377172801421,-.8255280672212865,2.505328536096999
ES3,.9968447586735306,.8666158279395969,.2500314617745902,-.7016910525204395,2.695380569867501
ES4,.9132013019682997,.8826574297172658,.3008536763542959,-.8167754709642351,2.643178074900835
ES5,.968371736266013,.9033473596562198,.283728302519881,-.8021565541895287,2.738900026721555
ES6,1.0926249903945,.8886023540241847,.2188471257168939,-.6490036200704121,2.834253600859413
Sequence2,.2696131464094734,.0777367478272695,.0005237927217309,.1172519203927529,.4219743724261938
Sequence3,-.0672190328254636,.0937281388178015,.4732690530167998,-.2509228092463252,.1164847435953979
Sequence4,0,,,,
Sequence5,-.0892511195796356,.0866578142119453,.3030448332774909,-.2590973144140116,.0805950752547404
Sequence6,-.2234766858115213,.089759685818265,.0127842963970871,-.3994024372789514,-.0475509343440912
