Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.020245582,.010859397,.062274307,-.0010384448,.041529611
0,2,.050754189,.022596071,.024694327,.0064667054,.095041677
0,3,.073832177,.031155672,.017798536,.012768182,.13489617
0,4,.087393239,.038005531,.021477271,.012903771,.16188271
0,5,.078427836,.036004331,.02938454,.007860641,.14899503
1,1,.029626409,.013000465,.022674611,.0041459668,.055106852
1,2,.068041667,.024435496,.005360336,.020148976,.11593436
1,3,.096924461,.034346279,.0047728377,.029606991,.16424192
1,4,.12693703,.04200517,.0025116168,.044608414,.20926565
1,5,.11999486,.043344222,.005632937,.035041757,.20494798
