effect,b,se,pvalue,ll,ul
0,-.12028927,.22142097,.58695042,-.55426639,.31368786
2,.12528428,.44688773,.77921021,-.75059956,1.0011681
3,-.35816866,.2891553,.21546687,-.92490262,.20856531
4,.082921885,.27557781,.76348931,-.45720074,.62304449
5,-.38997385,.25619307,.12796217,-.89210302,.11215536
6,-.1308796,.27796006,.63774246,-.67567134,.41391212
