Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.059128359,.02600022,.022957064,.008168865,.11008786
0,2,.110563,.040696669,.0065924814,.03079899,.190327
0,3,.13439564,.048574086,.0056606391,.039192185,.2295991
0,4,.13881777,.050757557,.0062395735,.039334793,.23830076
0,5,.14872642,.056063212,.0079818992,.038844548,.25860828
1,1,.04863983,.02166222,.024743998,.0061826599,.091097005
1,2,.097842008,.033050798,.0030728742,.033063632,.16262038
1,3,.11948201,.04037011,.0030797345,.040358052,.19860597
1,4,.14562324,.045718741,.0014465495,.056016158,.23523033
1,5,.12113485,.041397236,.0034317651,.039997764,.20227194
