Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.059667099,.030019283,.046853092,.00083038781,.11850382
0,2,.10677719,.044132061,.015542187,.020279935,.19327444
0,3,.095605358,.042234313,.023593226,.012827633,.1783831
0,4,.1318112,.055944562,.018467743,.022161882,.24146053
0,5,.14054832,.060704034,.020596275,.021570601,.25952604
1,1,.046165928,.023170911,.046326224,.00075177581,.091580078
1,2,.090165898,.035553578,.011210852,.020482166,.15984964
1,3,.078906618,.032219056,.014322698,.015758423,.14205481
1,4,.068656884,.029804673,.021247294,.010240799,.12707298
1,5,.066711433,.02932886,.022929916,.0092279259,.12419495
