Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.013481874,.0085694697,.11566211,-.003313977,.030277725
0,2,.01627681,.0098587377,.098737866,-.0030459608,.035599582
0,3,.013999105,.0088483943,.11362516,-.0033434283,.031341638
0,4,.020239506,.012125393,.095081024,-.003525828,.044004843
0,5,.012453821,.0087131131,.15291251,-.0046235682,.029531209
1,1,.0060580093,.0037000393,.10157149,-.0011939348,.013309953
1,2,.010103392,.005216822,.052782647,-.00012139062,.020328175
1,3,.012203567,.0069224937,.077919744,-.0013642722,.025771406
1,4,.007035092,.0044977474,.11778544,-.0017803304,.015850514
1,5,.0023366322,.001679318,.16409893,-.00095477077,.0056280349
