Expungement,Sequence,b,se,pvalue,ll,ul
0,1,7.5305748,.33544812,0,6.8731084,8.1880407
0,2,7.3300014,.33422217,0,6.6749377,7.9850645
0,3,7.6165109,.35070077,0,6.9291501,8.3038721
0,4,7.8701749,.35064763,0,7.1829181,8.5574312
0,5,7.917563,.38395154,0,7.1650314,8.6700935
1,1,7.5450444,.61257672,7.3466767e-35,6.3444161,8.7456732
1,2,7.6850967,.38173506,0,6.9369097,8.4332838
1,3,7.3578935,.40233064,0,6.5693398,8.1464472
1,4,8.0240307,.38780674,0,7.2639432,8.7841177
1,5,7.9766808,.38374519,0,7.2245541,8.7288074
