effect,b,se,pvalue,ll,ul
Expunge1,-1.03258375706182,.9292281865425426,.2664705100059996,-2.85383753610467,.7886700219810299
ES2,.8903117061163672,.8481534558576078,.2938533397868908,-.7720385207277265,2.552661932960461
ES3,1.055457556225665,.8661246809797305,.2229969171557744,-.642115624615851,2.75303073706718
ES4,.9793318141716155,.8809231401776944,.2662624926328916,-.7472458137245946,2.705909442067826
ES5,1.033496723867774,.9020166219613743,.2518934794087883,-.7344233686330004,2.801416816368549
ES6,1.155472905665358,.8885537211599381,.1934648172073953,-.5860603861371665,2.897006197467882
Sequence2,.2256735118338552,.0787268320048673,.0041498739804205,.0713717564873801,.3799752671803303
Sequence3,-.0645944358346915,.0932000424019028,.4882637216084579,-.247263162300027,.1180742906306439
Sequence4,0,,,,
Sequence5,-.087193241234691,.0873138862305915,.3179796505747708,-.258325313596878,.083938831127496
Sequence6,-.2262036322165359,.0904252026764425,.0123649179454074,-.403433772757098,-.0489734916759737
