Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.10211144,.033428032,.0022531203,.036593702,.16762918
0,2,.22592771,.054052338,.000029177161,.11998707,.33186835
0,3,.27113676,.063394979,.00001894765,.14688489,.39538863
0,4,.3444398,.075759776,5.4552220e-06,.19595338,.49292624
0,5,.38234794,.083244137,4.3672735e-06,.21919243,.54550344
1,1,.10345112,.033041105,.0017422268,.038691737,.16821049
1,2,.24125957,.055349153,.000013073771,.13277723,.34974191
1,3,.22797436,.054214485,.000026103,.12171593,.33423281
1,4,.2749193,.061275572,7.2367079e-06,.15482137,.39501721
1,5,.34764481,.077257261,6.8006675e-06,.19622336,.49906623
