effect,b,se,pvalue,ll,ul
Expunge1,-.8401285636040423,.9168539207264695,.3595008088078965,-2.637129227312264,.9568721001041796
ES2,.7787531837217303,.8378804611228501,.3526650829262286,-.8634623434288686,2.420968710872329
ES3,.901652727574097,.8518377709930234,.289836940287611,-.767918624243107,2.571224079391301
ES4,.801564035657366,.8693889212208303,.3565361052147495,-.9024069384935917,2.505535009808324
ES5,.8535920049382562,.88916254287873,.3370574995451531,-.8891345555061059,2.596318565382618
ES6,.9695543769476932,.8746109870195585,.2676222028385136,-.7446516580936701,2.683760411989057
Sequence2,.2472059796187374,.0802229834281796,.0020597034068549,.0899718213671518,.404440137870323
Sequence3,-.0635361782669082,.0941760115839559,.499895917608534,-.2481177691790887,.1210454126452723
Sequence4,0,,,,
Sequence5,-.0829595887809412,.0862755582421564,.3362679756741256,-.2520565756816556,.0861373981197732
Sequence6,-.2154661688425513,.089341882791993,.0158781699247278,-.3905730414258564,-.0403592962592462
