Expungement,Sequence,b,se,pvalue,ll,ul
0,1,7.5717812,.33987382,0,6.9056406,8.2379217
0,2,7.3703256,.33983076,0,6.7042699,8.0363817
0,3,7.6556568,.35447162,0,6.9609051,8.3504086
0,4,7.9093995,.3544445,0,7.2147012,8.6040983
0,5,7.9579043,.39100432,0,7.1915498,8.7242584
1,1,7.5826554,.61229664,3.1920891e-35,6.382576,8.7827349
1,2,7.7259722,.37809807,0,6.9849138,8.4670305
1,3,7.3986216,.40349182,0,6.6077919,8.1894512
1,4,8.068181,.38828221,0,7.3071623,8.8292007
1,5,8.0215912,.38389412,0,7.2691727,8.7740097
