Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.094229519,.040960371,.021419659,.013948663,.17451037
0,2,.055173561,.040810514,.176393,-.024813579,.1351607
0,3,.013843808,.044072945,.75343657,-.072537579,.1002252
0,4,.070328034,.043885436,.10903692,-.01568584,.15634191
0,5,-.0064044362,.045166802,.88724178,-.09492974,.082120873
1,1,.18561426,.089172497,.037386425,.010839366,.36038914
1,2,.026710294,.0512527,.60226297,-.073743157,.12716374
1,3,.0039121648,.050171372,.93784714,-.094421923,.10224625
1,4,-.098260425,.048036098,.040800296,-.19240946,-.0041113975
1,5,-.12177958,.046489526,.0088057239,-.21289738,-.030661792
