Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.037207644,.018189009,.040794637,.0015578385,.072857447
0,2,.071567863,.029819435,.016393242,.013122845,.13001288
0,3,.097814247,.039332334,.012887384,.020724295,.1749042
0,4,.10518081,.041132048,.010553375,.024563476,.18579814
0,5,.11641077,.0447958,.0093578007,.02861261,.20420893
1,1,.034924835,.016391771,.033119448,.0027975554,.067052111
1,2,.094276518,.031632811,.0028792899,.032277349,.15627569
1,3,.077755667,.030152468,.0099158566,.018657921,.13685343
1,4,.12979633,.043102831,.0026011644,.045316327,.21427633
1,5,.10726507,.037610412,.0043444443,.03355002,.18098012
