"stid","homeless","treatment","expunge","white","female","age_enroll","total_income","income","ps_income","ps_employed","unemployed","unemployed_q","local_unemploy","married","dependent"
"KSSTID0246",0,1,1,1,0,56,0,0,0,1,1,1,3.1333333335,1,0
"KSSTID0247",0,0,0,1,0,27,0,0,0,0,1,1,2.57222222233333,1,0
"KSSTID0248",0,1,1,0,0,36,1243.0835,3.87989666369141,5588.51,0,1,1,3.12222222216667,1,1
"KSSTID0249",,1,0,1,1,42,5745.12166666667,4.65869931270212,5588.81,0,1,1,2.9,1,1
"KSSTID0250",0,0,0,1,1,38,0,0,7509.31,0,1,1,3.22222222216667,1,1
"KSSTID0251",0,0,0,1,1,57,5418.09333333333,4.64256525397174,8684.88,1,1,1,2.57222222233333,1,0
"KSSTID0252",0,0,0,1,0,42,1606.30166666667,2.826759146229,1354.99,1,1,1,2.9,1,0
"KSSTID0253",0,1,1,1,0,43,10050,4.95423443808678,19487.88,1,1,1,2.77777777783333,1,1
"KSSTID0254",0,0,0,1,0,37,7265.67,6.19313000803363,10041.56,1,1,1,2.50555555566667,1,1
"KSSTID0255",,1,1,0,1,26,63.0333333333333,0.989677295063478,497.19,0,1,1,2.77777777766667,1,1
"KSSTID0256",0,0,0,1,0,47,13592.5533333333,6.59788456580671,16399.28,0,1,1,2.82777777783333,1,1
"KSSTID0257",,1,1,1,1,35,0,0,5116.61,1,1,1,3.161111111,1,1
"KSSTID0258",0,1,1,1,0,34,4593.10333333333,5.89012314252435,5498.65,1,1,1,3.138888889,1,1
"KSSTID0259",0,0,0,1,0,60,4628.86166666667,5.89416276063595,7026.74,1,1,1,2.48333333333333,1,0
"KSSTID0260",,1,1,0,1,27,591.828333333333,2.44863400044226,674.3,1,1,1,3.138888889,1,1
"KSSTID0261",0,1,1,1,1,32,1482.22333333333,5.11882725216495,5576.72,1,1,1,3.11666666666667,1,1
"KSSTID0262",,0,0,1,0,65,0,0,0,1,1,1,2.57222222233333,1,0
"KSSTID0263",,0,0,0,1,39,4571.24,5.878231856802,5067.99,1,1,1,3.138888889,1,0
"KSSTID0264",0,1,1,1,1,32,1540.67333333333,4.90793398219916,2820.94,1,1,1,3.04444444433333,1,1
"KSSTID0265",0,1,0,0,0,59,0,0,0,1,1,1,3.53888888883333,1,0
"KSSTID0266",,1,1,1,1,42,5295.17,5.89416974766784,3188.55,1,1,1,3.1833333335,1,0
"KSSTID0267",,1,0,0,1,30,0,0,696.1,1,1,1,2.72222222216667,1,1
"KSSTID0268",0,0,0,1,0,44,2566.79333333333,5.45171486806356,3403.97,1,1,1,3.1833333335,1,1
"KSSTID0269",1,0,0,1,0,43,0,0,0,1,1,1,2.94444444466667,1,0
"KSSTID0270",0,1,1,0,1,62,4066.78666666667,5.78650629836349,5316.95,1,1,1,3.15,1,0
"KSSTID0271",0,1,1,1,0,38,16712.5433333333,6.74242202548588,17164.77,1,1,1,3.1833333335,1,0
"KSSTID0272",0,1,1,0,1,65,5300.22666666667,5.97816852580778,704.3,1,1,1,3.138888889,1,0
"KSSTID0273",0,1,1,1,1,40,2593.57,4.2612000456858,3642.91,1,1,1,3.09444444466667,1,1
"KSSTID0274",0,0,0,1,1,36,170.928333333333,1.1556630711704,334.24,1,1,1,3.21111111116667,1,1
"KSSTID0275",0,0,0,0,1,38,2419.065,2.9632751372012,6769.6,1,1,1,3.0444444445,1,1
"KSSTID0276",0,0,0,1,0,42,0,0,0,1,1,1,3.2166666665,1,0
"KSSTID0277",,0,0,1,0,34,903.333333333333,1.43300592987672,2647.33,1,1,1,2.5,1,0
"KSSTID0278",0,0,1,1,1,26,368.75,1.28372170869537,1127.06,1,1,1,3.0444444445,1,1
"KSSTID0279",,1,0,1,1,40,2498.55833333333,2.97182051834359,3424.73,1,1,1,2.88611111133333,1,0
"KSSTID0280",0,0,0,1,1,51,3189.555,3.05496903576097,8639.2,1,1,1,3.03888888883333,1,0
"KSSTID0281",,1,0,0,1,81,2311.735,4.21845531935042,4028.45,1,1,1,3.32222222216667,1,0
"KSSTID0282",0,0,0,1,0,32,4134.27666666667,3.14174920721731,9650.79,1,1,1,3.0444444445,1,1
"KSSTID0283",0,0,0,1,1,39,0,0,0,1,1,1,2.62777777766667,1,1
"KSSTID0284",,1,0,0,1,48,0,0,0,1,1,1,3.0444444445,1,1
"KSSTID0285",0,0,0,0,0,37,6000,3.26606086363023,9500,1,1,1,2.51666666666667,1,1
"KSSTID0286",,1,0,1,0,59,634.148333333333,2.507524058374,653.5,0,1,1,3.0444444445,1,0
"KSSTID0287",0,1,1,0,1,38,0,0,8831.44,1,1,1,2.42777777766667,1,1
"KSSTID0288",,0,1,1,0,46,290.666666666667,1.24408497243942,5821.94,0,1,1,3.0444444445,1,0
"KSSTID0289",0,1,0,0,1,57,2742.535,4.28911787019983,1489.89,1,1,1,2.58888888883333,1,1
"KSSTID0290",,0,0,1,1,32,0,0,3448.5,1,1,1,3.1944444445,1,0
"KSSTID0291",0,0,0,1,1,47,2756.90166666667,4.30744410371347,3742.55,1,1,1,2.84722222233333,1,0
"KSSTID0292",0,1,1,0,0,37,0,0,0,1,1,1,3.62222222216667,1,1
"KSSTID0293",0,0,0,1,0,30,15121.6816666667,5.15663800129835,25934.3,1,1,1,3.09444444466667,1,1
"KSSTID0294",0,0,0,1,0,66,0,0,0,1,1,1,2.8055555555,1,0
"KSSTID0295",,1,1,0,0,46,5060.65666666667,4.6100714638592,9161.85,1,1,1,3.1944444445,1,1
"KSSTID0296",,0,0,1,1,32,458.71,3.02342749827959,3983.82,0,1,1,3.05,1,0
"KSSTID0297",0,1,1,1,1,60,820.876666666667,3.52969945853798,896.68,1,1,1,2.4944444445,1,0
"KSSTID0298",0,0,0,0,0,52,6089.115,4.69247919852975,10149.6,1,1,1,3.43888888883333,1,1
"KSSTID0299",0,1,0,1,0,47,0,0,2308.78,1,1,1,2.88333333333333,1,1
"KSSTID0300",0,1,0,1,1,40,5736.63666666667,4.67141330011733,11071.63,0,1,1,2.88333333333333,1,1
"KSSTID0301",,1,1,0,1,50,0,0,147.02,1,1,1,2.96111111133333,1,0
"KSSTID0302",0,1,1,1,0,29,474.766666666667,2.41786030790614,8800,1,1,1,3.4666666665,1,0
"KSSTID0303",,1,1,1,0,35,6332.56166666667,4.67296835176344,5777.33,1,1,1,3.28888888866667,1,1
"KSSTID0304",0,0,0,0,1,46,10068.14,4.95266639521501,18558.28,1,1,1,3.4666666665,1,0
"KSSTID0305",0,0,1,0,1,46,1839.58666666667,3.89978388722041,6918.74,0,1,1,3.00000000016667,1,0
"KSSTID0306",0,0,0,0,1,53,6960.90833333333,4.7698684043723,11227.3,1,1,1,3.0944444445,1,0
"KSSTID0307",0,1,1,0,1,39,0,0,1255.84,1,1,1,2.65277777766667,1,0
"KSSTID0308",,0,0,1,1,33,58.5,0.977271862599683,0,1,1,1,2.94444444433333,1,1
"KSSTID0309",0,0,0,1,0,48,6233.34833333333,4.71435772308716,12782.05,1,1,1,2.71666666683333,1,0
"KSSTID0310",0,1,0,1,0,53,4938.35616666667,5.80781781593119,4656.13,1,1,1,3.09722222216667,1,0
"KSSTID0311",0,1,1,1,0,40,0,0,0,1,1,1,2.71111111116667,1,1
"KSSTID0312",,0,0,0,0,31,3789.20833333333,3.10063384196327,9908.64,0,1,1,3.23888888883333,1,1
"KSSTID0313",0,1,1,0,0,40,125.454533333333,1.10417174980461,7553.37,0,1,1,3.23888888883333,1,0
"KSSTID0314",0,0,0,0,1,38,1773.46666666667,2.83970191919614,6426.65,1,1,1,3.23888888883333,1,0
"KSSTID0315",0,0,0,1,1,38,5894.89166666667,3.26016055500789,13783.83,1,1,1,3.23888888883333,1,1
"KSSTID0316",,0,0,1,1,60,922.755,2.56584989963594,2630.68,1,1,1,3.177777778,1,0
"KSSTID0317",0,0,0,1,0,38,2824.18666666667,3.01488326593208,4557.54,1,1,1,3.2444444445,1,0
"KSSTID0318",0,1,1,1,1,44,2697.76,2.99752734233905,4662.38,1,1,1,2.57222222216667,1,1
"KSSTID0319",0,0,1,1,1,34,0,0,6057.49,1,1,1,2.75555555566667,1,1
"KSSTID0320",0,1,1,1,1,31,2806.60833333333,3.0118244809269,7893.48,1,1,1,2.62777777783333,1,1
"KSSTID0321",0,1,1,1,0,39,11863.3333333333,3.491011914362,33915.67,1,1,1,2.3555555555,1,0
"KSSTID0322",0,1,1,1,1,56,3296.39066666667,5.57926740499099,7588.59,0,1,1,2.71111111116667,1,0
"KSSTID0323",,0,0,1,1,43,98.325,1.81433101130068,2255.53,1,1,1,3.7,1,1
"KSSTID0324",0,1,0,1,0,47,1745.56666666667,1.54278157731892,12099.84,0,1,1,3.177777778,1,0
"KSSTID0325",0,0,0,1,0,44,0,0,0,1,1,1,3.2444444445,1,1
"KSSTID0326",0,1,1,1,0,44,928.393333333333,1.43756574471474,0,1,1,1,3.23888888883333,1,1
"KSSTID0327",,0,0,0,0,55,466.666733333333,2.39537977853696,6139.14,1,1,1,3.3944444445,1,1
"KSSTID0328",0,1,1,1,1,32,2612.36166666667,2.9688231484395,4171.11,0,1,1,2.67222222216667,1,1
"KSSTID0329",0,0,0,1,0,52,3732.08833333333,3.10641403666874,21938.75,0,1,1,3.2055555555,1,1
"KSSTID0330",,1,0,1,0,40,4751.61,3.18826072822349,10478.76,1,1,1,2.9055555555,1,1
"KSSTID0331",0,0,0,0,1,44,1050,1.45807727165701,6087.5,1,1,1,2.572222222,1,1
"KSSTID0332",0,1,1,1,0,30,5246.595,3.22087230301045,6143.92,1,1,1,3.2055555555,1,0
"KSSTID0333",0,0,0,1,1,31,3280.85,3.064327809277,6886.34,1,1,1,2.78333333316667,1,1
"KSSTID0334",0,1,1,1,0,33,6351.065,3.28303367301121,12063.17,1,1,1,3.43888888866667,1,1
"KSSTID0335",1,0,0,0,1,30,929.155,2.60677434034573,90.04,1,1,1,2.67222222216667,1,0
"KSSTID0336",,0,0,0,1,32,2416.115,2.96256243868172,4827.82,1,1,1,2.70555555566667,1,1
"KSSTID0337",0,0,1,1,1,57,1119.50666666667,2.68890863557398,382.35,1,1,1,3.2055555555,1,0
"KSSTID0338",0,0,0,1,1,40,1798.63666666667,2.86167516496941,4555.5,1,1,1,3.2055555555,1,1
"KSSTID0339",,0,0,1,1,47,0,0,258.75,1,1,1,3.2055555555,1,1
"KSSTID0340",,1,1,1,0,40,3664.97833333333,3.10108326787877,10328.03,1,1,1,3.18333333333333,1,1
"KSSTID0341",0,1,1,0,1,22,0,0,0,1,1,1,2.67777777783333,1,0
"KSSTID0342",0,1,1,1,1,47,1316.36,2.75921706735395,891.64,1,1,1,2.88888888883333,1,1
"KSSTID0343",1,1,0,1,0,35,366.53,2.09797582161774,1527.78,0,1,1,2.713888889,1,0
"KSSTID0344",,1,1,1,0,64,0,0,0,1,1,1,3.2,1,0
"KSSTID0345",1,1,1,0,1,33,3066.10166666667,3.04222865110375,10692.46,1,1,1,2.67777777783333,1,1
"KSSTID0346",0,1,1,1,1,24,23.6283333333333,0.826872490633522,2199.52,0,1,1,3.64999999983333,1,0
"KSSTID0347",0,1,1,1,0,38,2068.795,2.91116369125984,3001.01,1,1,1,2.67222222216667,1,1
