Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.24741961,.042228449,4.6545465e-09,.16465338,.33018586
0,2,.21343513,.043531939,9.4405760e-07,.12811409,.29875615
0,3,.29953328,.05178557,7.2898376e-09,.19803543,.40103114
0,4,.23294699,.050909173,4.7454600e-06,.13316685,.33272713
0,5,.22888456,.051441178,8.6093505e-06,.1280617,.32970741
1,1,.26938787,.086511567,.001846357,.09982831,.43894744
1,2,.27028197,.054464158,6.9568057e-07,.16353416,.37702975
1,3,.21574715,.05393859,.00006337824,.11002946,.32146484
1,4,.30434015,.057551701,1.2358167e-07,.1915409,.41713941
1,5,.30416092,.057112228,1.0058107e-07,.19222303,.41609883
