Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.023685269,.012390819,.055938099,-.00060029037,.047970831
0,2,.056444626,.024262125,.01999454,.0088917371,.10399752
0,3,.074705809,.031419568,.017421735,.013124591,.13628703
0,4,.088974603,.037585128,.017919268,.015309105,.16264011
0,5,.074205302,.033594035,.027182749,.0083622085,.1400484
1,1,.035009913,.015372327,.02275856,.0048807063,.065139115
1,2,.075916365,.026230918,.0038017936,.024504712,.12732802
1,3,.10435941,.03642441,.0041688378,.032968875,.17574994
1,4,.12837152,.042153634,.0023242901,.045751911,.21099111
1,5,.10959611,.0418435,.0088138627,.027584359,.19160786
