Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.58863419,.053855076,8.2878572e-28,.48308018,.69418818
0,2,.39653122,.058054816,8.4743393e-12,.28274587,.51031655
0,3,.31099033,.061818987,4.8879383e-07,.18982732,.43215331
0,4,.39165246,.063019171,5.1385346e-10,.26813716,.51516777
0,5,.35524797,.069874428,3.6938982e-07,.21829663,.49219936
1,1,.39768359,.10288371,.00011092101,.19603522,.59933192
1,2,.41328451,.07109762,6.1393690e-09,.27393577,.55263329
1,3,.248362,.067242354,.00022115804,.1165694,.38015461
1,4,.1401509,.067523092,.037931003,.0078080716,.27249375
1,5,.22389805,.066851467,.00081049104,.092871591,.35492453
