Expungement,Sequence,b,se,pvalue,ll,ul
0,1,2.8206363,.12633395,0,2.5730264,3.0682464
0,2,2.9085326,.12998469,0,2.6537673,3.1632979
0,3,2.8402431,.13321391,0,2.5791488,3.1013377
0,4,3.005779,.13938482,0,2.7325897,3.2789683
0,5,2.9608395,.15150213,0,2.6639006,3.2577782
1,1,3.0229535,.24358642,2.3010833e-35,2.5455329,3.5003743
1,2,3.0785098,.15908358,0,2.7667117,3.3903079
1,3,2.8203328,.14745812,0,2.5313203,3.1093454
1,4,2.996398,.1525759,0,2.6973546,3.2954412
1,5,3.1331587,.16273667,0,2.8142006,3.4521165
