Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.31672505,.052587271,1.7137594e-09,.2136559,.4197942
0,2,.25080985,.057409279,.000012492939,.13828972,.36332995
0,3,.2931737,.060275417,1.1509410e-06,.17503606,.41131136
0,4,.26785198,.064106576,.000029378753,.14220539,.39349854
0,5,.24398866,.067692742,.00031292925,.11131333,.37666401
1,1,.39590606,.11066193,.00034674036,.17901267,.61279947
1,2,.40601656,.074900776,5.9357649e-08,.25921372,.55281937
1,3,.32047293,.073663555,.000013583054,.17609501,.46485084
1,4,.31118286,.070382699,9.8109895e-06,.17323531,.44913042
1,5,.3007091,.074603043,.000055590001,.15448983,.44692838
