effect,b,se,pvalue,ll,ul
Expunge1,-1.064179170597293,1.372352398221553,.4380787481843295,-3.753940445208706,1.625582104014121
ES2,1.157789276939697,1.250942301443496,.3546883540309902,-1.294012580627202,3.609591134506597
ES3,.6372975300852972,1.303391996667418,.6248749158595353,-1.917303841120593,3.191898901291187
ES4,1.122943490703387,1.322675531277962,.395884672715668,-1.4694529138338,3.715339895240574
ES5,.9175278870015275,1.336103093501425,.4922595824358157,-1.701186055893817,3.536241829896873
ES6,1.000435509409669,1.330009054849843,.4519295737575564,-1.606334337208181,3.607205356027519
Sequence2,-.1713802637031366,.1544898344690365,.2672876924977308,-.4741747752400026,.1314142478337295
Sequence3,.0085275171573632,.029965567796104,.7759680867412375,-.0502039164992938,.0672589508140203
Sequence4,-.177176307760439,.1224782349184651,.1480106035927449,-.4172292370906666,.0628766215697886
Sequence5,-.3689319477220417,.133476664504171,.0057094331374433,-.6305414029267528,-.1073224925173307
Sequence6,0,,,,
