Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.25188357,.041850388,1.7585843e-09,.16985832,.33390883
0,2,.23044507,.044536959,2.2883616e-07,.14315423,.31773591
0,3,.26969412,.051986627,2.1283890e-07,.16780221,.37158605
0,4,.2658363,.050507549,1.4149363e-07,.16684332,.36482927
0,5,.23711047,.05276572,7.0013989e-06,.13369155,.34052938
1,1,.28246209,.086269818,.0010597263,.11337636,.45154783
1,2,.30241948,.055529326,5.1479905e-08,.193584,.41125494
1,3,.25165245,.053911433,3.0431390e-06,.14598799,.35731691
1,4,.29665947,.056600381,1.5945092e-07,.18572477,.40759417
1,5,.27906743,.055659708,5.3361515e-07,.16997641,.38815844
