Expungement,Sequence,b,se,pvalue,ll,ul
0,1,-.19118094,.19734278,.33265698,-.57796568,.1956038
0,2,-.12435185,.20516516,.54444432,-.52646822,.2777645
0,3,-.31360075,.2052184,.12647986,-.71582144,.088619947
0,4,-.46433035,.21921416,.034161638,-.89398223,-.034678496
0,5,-.5065546,.25523987,.047186568,-1.0068156,-.0062936512
1,1,-.097570837,.38000947,.79736483,-.8423757,.64723402
1,2,-.55123347,.24668905,.025448378,-1.0347352,-.067731835
1,3,-.25483641,.25223202,.31233943,-.74920213,.23952928
1,4,-.61098164,.25120577,.015007588,-1.1033359,-.11862738
1,5,-.57029825,.25680247,.0263668,-1.0736219,-.066974655
